"Time","capability"
2026-01-22 10:15:07,152667
2026-01-22 10:16:32,152667
2026-01-22 10:17:58,152667
2026-01-22 10:55:55,152667
2026-01-22 10:57:09,152667
2026-01-22 10:57:41,152667
2026-01-22 10:58:09,152667
2026-01-22 10:58:38,152667
2026-01-22 10:59:06,152667
2026-01-22 10:59:35,152667
2026-01-22 10:59:35,152668
2026-01-22 11:00:03,152668
2026-01-22 11:00:32,152668
2026-01-22 11:01:00,152668
2026-01-22 11:01:29,152668
2026-01-22 11:01:57,152668
2026-01-22 11:02:26,152668
2026-01-22 11:02:54,152668
2026-01-22 11:03:23,152668
2026-01-22 11:03:51,152668
2026-01-22 11:04:20,152668
2026-01-22 11:04:48,152668
2026-01-22 11:05:17,152668
2026-01-22 11:05:24,152669
2026-01-22 11:05:45,152669
2026-01-22 11:06:14,152669
2026-01-22 11:06:42,152669
2026-01-22 11:07:11,152669
2026-01-22 11:07:39,152669
2026-01-22 11:08:08,152669
2026-01-22 11:08:16,152670
2026-01-22 11:08:36,152670
2026-01-22 11:10:17,152671
2026-01-22 11:10:30,152671
2026-01-22 11:10:59,152671
2026-01-22 11:11:28,152671
2026-01-22 11:11:56,152671
2026-01-22 11:12:24,152671
2026-01-22 11:12:53,152671
2026-01-22 11:13:08,152672
2026-01-22 11:13:22,152672
2026-01-22 11:13:50,152672
2026-01-22 11:14:19,152672
2026-01-22 11:14:47,152672
2026-01-22 11:15:16,152672
2026-01-22 11:15:44,152672
2026-01-22 11:15:57,152673
2026-01-22 11:16:13,152673
2026-01-22 11:16:41,152673
2026-01-22 11:18:07,152673
2026-01-22 11:18:35,152673
2026-01-22 11:18:58,152674
2026-01-22 11:19:04,152673
2026-01-22 11:19:32,152674
2026-01-22 11:20:01,152674
2026-01-22 11:20:29,152674
2026-01-22 11:20:58,152674
2026-01-22 11:21:10,152675
2026-01-22 11:21:26,152675
2026-01-22 11:21:55,152675
2026-01-22 11:23:20,152675
2026-01-22 11:23:49,152675
2026-01-22 11:24:17,152675
2026-01-22 11:24:40,152676
2026-01-22 11:24:46,152676
2026-01-22 11:25:14,152676
2026-01-22 11:25:43,152676
2026-01-22 11:26:11,152676
2026-01-22 11:26:40,152676
2026-01-22 11:27:08,152676
2026-01-22 11:27:37,152676
2026-01-22 11:27:37,152677
2026-01-22 11:28:05,152677
2026-01-22 11:28:34,152677
2026-01-22 11:29:03,152677
2026-01-22 11:30:28,152677
2026-01-22 11:30:32,152678
2026-01-22 11:30:57,152678
2026-01-22 11:31:25,152678
2026-01-22 11:31:53,152678
2026-01-22 11:32:22,152678
2026-01-22 11:32:51,152678
2026-01-22 11:33:19,152678
2026-01-22 11:33:32,152679
2026-01-22 11:35:13,152679
2026-01-22 11:35:42,152679
2026-01-22 11:35:58,152680
2026-01-22 11:36:10,152680
2026-01-22 11:36:39,152680
2026-01-22 11:37:07,152680
2026-01-22 11:37:36,152680
2026-01-22 11:38:04,152680
2026-01-22 11:38:33,152680
2026-01-22 11:39:01,152680
2026-01-22 11:39:30,152680
2026-01-22 11:39:58,152680
2026-01-22 11:40:24,152681
2026-01-22 11:40:27,152681
2026-01-22 11:40:55,152681
2026-01-22 11:41:24,152681
2026-01-22 11:41:52,152681
2026-01-22 11:42:21,152681
2026-01-22 11:42:49,152681
2026-01-22 11:43:18,152681
2026-01-22 11:43:46,152681
2026-01-22 11:44:15,152681
2026-01-22 11:44:36,152682
2026-01-22 11:44:43,152682
2026-01-22 11:45:12,152682
2026-01-22 11:45:40,152682
2026-01-22 11:46:09,152682
2026-01-22 11:46:37,152682
2026-01-22 11:47:06,152682
2026-01-22 11:47:34,152682
2026-01-22 11:48:03,152682
2026-01-22 11:49:37,152682
2026-01-22 11:51:03,152682
2026-01-22 11:52:28,152682
2026-01-22 11:58:08,152682
2026-01-22 11:59:23,152682
2026-01-22 12:00:07,152682
2026-01-22 12:00:36,152682
2026-01-22 12:01:04,152682
2026-01-22 12:01:33,152682
2026-01-22 12:02:01,152682
2026-01-22 12:02:30,152682
2026-01-22 12:02:58,152682
2026-01-22 12:03:27,152682
2026-01-22 12:03:55,152682
2026-01-22 12:04:24,152682
2026-01-22 12:04:52,152682
2026-01-22 12:06:00,152682
2026-01-22 12:06:28,152682
2026-01-22 12:06:57,152682
2026-01-22 12:07:25,152682
2026-01-22 12:07:54,152682
2026-01-22 12:08:22,152682
2026-01-22 12:08:51,152682
2026-01-22 12:09:19,152682
2026-01-22 12:11:02,152682
2026-01-22 12:12:28,152682
2026-01-22 12:13:53,152682
2026-01-22 12:57:28,152682
2026-01-22 12:57:57,152682
2026-01-22 12:58:25,152682
2026-01-22 12:58:43,152683
2026-01-22 12:58:54,152683
2026-01-22 12:59:23,152683
2026-01-22 12:59:51,152683

